Time (s), Number of Contacts
0, 3649
0.300048, 9873
0.600029, 9731
0.90001, 8930
1.20006, 5379
1.50004, 5185
1.80002, 7509
2.1, 6893
2.40005, 5404
2.75003, 6136
3.05001, 6748
3.35005, 6048
3.65004, 5937
3.95002, 6422
4.25006, 6198
4.55004, 5980
4.85003, 6158
5.15001, 6277
5.45005, 6219
5.75004, 6301
6.05002, 6231
6.35006, 6107
6.65004, 6053
6.95003, 6226
7.25001, 6269
7.60005, 6145
7.90003, 6214
8.20001, 6144
8.50006, 6301
8.80004, 6227
9.10002, 6255
9.4, 6355
9.70005, 6212
10, 6203
10.3, 6128
10.6001, 6145
10.9, 6142
11.2, 6159
11.5, 6353
11.8001, 6147
12.1, 6251
12.4, 6208
12.7501, 6339
13.05, 6268
13.35, 5979
13.65, 6271
13.95, 6198
14.25, 6133
14.55, 6161
14.8501, 6279
15.15, 6146
15.45, 6102
15.75, 6288
16.05, 6351
16.35, 5977
16.65, 6159
16.9501, 6365
17.25, 6153
17.6, 6149
17.9001, 5883
18.2, 6304
18.5, 6213
18.8, 6102
19.1001, 6135
19.4, 6165
19.7, 6284
20.0001, 6020
20.3, 6174
20.6, 5960
20.9, 5961
21.2001, 6271
21.5, 6392
21.8, 6140
22.1001, 6044
22.4, 6378
22.75, 6234
23.05, 5950
23.3501, 6269
23.65, 6361
23.95, 6207
24.2501, 6194
24.55, 6277
24.85, 6148
25.15, 6026
25.4501, 6416
25.75, 6107
26.05, 6191
26.3501, 6152
26.65, 6187
26.95, 6293
27.25, 6151
27.6, 6236
27.9, 6184
28.2, 6047
28.5001, 6375
28.8, 6234
29.1, 6126
29.4, 6167
29.7, 6149
30, 6313
