Time (s), Number of Contacts
0, 3649
0.300048, 10128
0.600029, 9960
0.90001, 9262
1.20006, 9457
1.50004, 9841
1.80002, 9559
2.1, 9439
2.40005, 9676
2.75003, 9368
3.05001, 9383
3.35005, 9540
3.65004, 9339
3.95002, 9334
4.25006, 9492
4.55004, 9332
4.85003, 9340
5.15001, 9408
5.45005, 9371
5.75004, 9297
6.05002, 9332
6.35006, 9309
6.65004, 9232
6.95003, 9070
7.25001, 9014
7.60005, 9061
7.90003, 9130
8.20001, 9134
8.50006, 8949
8.80004, 8853
9.10002, 8966
9.4, 8983
9.70005, 8930
10, 8976
10.3, 9040
10.6001, 9132
10.9, 9074
11.2, 8615
11.5, 8626
11.8001, 8759
12.1, 8942
12.4, 8790
12.7501, 9016
13.05, 9177
13.35, 9091
13.65, 9071
13.95, 8710
14.25, 8858
14.55, 8594
14.8501, 8817
15.15, 8972
15.45, 8952
15.75, 9008
16.05, 8982
16.35, 8877
16.65, 9075
16.9501, 9165
17.25, 9091
17.6, 8723
17.9001, 8694
18.2, 8621
18.5, 8828
18.8, 8848
19.1001, 8951
19.4, 8940
19.7, 8924
20.0001, 8932
20.3, 8745
20.6, 8639
20.9, 8870
21.2001, 9093
21.5, 9029
21.8, 8868
22.1001, 8724
22.4, 8863
22.75, 8848
23.05, 8903
23.3501, 9024
23.65, 8925
23.95, 8746
24.2501, 8911
24.55, 8918
24.85, 8959
25.15, 8751
25.4501, 8768
25.75, 8751
26.05, 8839
26.3501, 9100
26.65, 8922
26.95, 8682
27.25, 8707
27.6, 8646
27.9, 8570
28.2, 8813
28.5001, 8908
28.8, 8984
29.1, 8986
29.4, 9028
29.7, 9165
30, 9165
