Time (s), Number of Contacts
0, 432
0.300048, 1043
0.600029, 1022
0.90001, 921
1.20006, 955
1.50004, 971
1.80002, 931
2.1, 942
2.40005, 952
2.75003, 948
3.05001, 965
3.35005, 953
3.65004, 953
3.95002, 960
4.25006, 971
4.55004, 961
4.85003, 996
5.15001, 1005
5.45005, 982
5.75004, 1042
6.05002, 1013
6.35006, 999
6.65004, 1009
6.95003, 1020
7.25001, 1032
7.60005, 1039
7.90003, 1040
8.20001, 1036
8.50006, 1046
8.80004, 1060
9.10002, 1048
9.4, 1049
9.70005, 1033
10, 1052
10.3, 1062
10.6001, 1055
10.9, 1078
11.2, 1083
11.5, 1045
11.8001, 1078
12.1, 1070
12.4, 1038
12.7501, 1064
13.05, 1077
13.35, 1062
13.65, 1072
13.95, 1084
14.25, 1082
14.55, 1066
14.8501, 1084
15.15, 1062
15.45, 1082
15.75, 1076
16.05, 1077
16.35, 1096
16.65, 1054
16.9501, 1070
17.25, 1087
17.6, 1079
17.9001, 1101
18.2, 1093
18.5, 1073
18.8, 1090
19.1001, 1093
19.4, 1072
19.7, 1075
20.0001, 1126
20.3, 1102
20.6, 1106
20.9, 1103
21.2001, 1137
21.5, 1119
21.8, 1133
22.1001, 1130
22.4, 1150
22.75, 1122
23.05, 1120
23.3501, 1142
23.65, 1116
23.95, 1140
24.2501, 1146
24.55, 1131
24.85, 1159
25.15, 1149
25.4501, 1143
25.75, 1158
26.05, 1163
26.3501, 1126
26.65, 1172
26.95, 1146
27.25, 1167
27.6, 1155
27.9, 1197
28.2, 1148
28.5001, 1149
28.8, 1183
29.1, 1159
29.4, 1145
29.7, 1165
30, 1163
