Time (s), Number of Contacts
0, 432
0.300048, 947
0.600029, 923
0.90001, 929
1.20006, 938
1.50004, 924
1.80002, 935
2.1, 937
2.40005, 929
2.75003, 936
3.05001, 919
3.35005, 943
3.65004, 932
3.95002, 924
4.25006, 925
4.55004, 936
4.85003, 940
5.15001, 929
5.45005, 922
5.75004, 929
6.05002, 917
6.35006, 932
6.65004, 916
6.95003, 925
7.25001, 912
7.60005, 928
7.90003, 914
8.20001, 921
8.50006, 920
8.80004, 913
9.10002, 924
9.4, 914
9.70005, 923
10, 926
10.3, 928
10.6001, 922
10.9, 924
11.2, 920
11.5, 922
11.8001, 928
12.1, 921
12.4, 927
12.7501, 937
13.05, 930
13.35, 930
13.65, 937
13.95, 933
14.25, 931
14.55, 925
14.8501, 936
15.15, 931
15.45, 930
15.75, 935
16.05, 912
16.35, 936
16.65, 931
16.9501, 928
17.25, 931
17.6, 926
17.9001, 923
18.2, 925
18.5, 941
18.8, 938
19.1001, 940
19.4, 949
19.7, 942
20.0001, 943
20.3, 939
20.6, 952
20.9, 944
21.2001, 954
21.5, 942
21.8, 958
22.1001, 941
22.4, 958
22.75, 943
23.05, 946
23.3501, 951
23.65, 962
23.95, 960
24.2501, 959
24.55, 955
24.85, 963
25.15, 951
25.4501, 951
25.75, 955
26.05, 944
26.3501, 948
26.65, 937
26.95, 946
27.25, 946
27.6, 945
27.9, 942
28.2, 942
28.5001, 934
28.8, 940
29.1, 935
29.4, 937
29.7, 937
30, 947
