Time (s), Number of Contacts
0, 3649
0.300048, 10798
0.600029, 10764
0.90001, 9677
1.20006, 5867
1.50004, 6308
1.80002, 9457
2.1, 7931
2.40005, 5684
2.75003, 8066
3.05001, 8461
3.35005, 5694
3.65004, 6731
3.95002, 8385
4.25006, 6568
4.55004, 5787
4.85003, 7786
5.15001, 6873
5.45005, 6030
5.75004, 6518
6.05002, 7605
6.35006, 6277
6.65004, 6106
6.95003, 7186
7.25001, 6873
7.60005, 5970
7.90003, 6835
8.20001, 7218
8.50006, 6266
8.80004, 6483
9.10002, 6941
9.4, 6594
9.70005, 6662
10, 6577
10.3, 6919
10.6001, 6608
10.9, 6331
11.2, 7125
11.5, 6799
11.8001, 6055
12.1, 7216
12.4, 7409
12.7501, 5984
13.05, 6653
13.35, 7345
13.65, 6130
13.95, 6350
14.25, 7407
14.55, 6687
14.8501, 6351
15.15, 6918
15.45, 7109
15.75, 6684
16.05, 6112
16.35, 7005
16.65, 6757
16.9501, 5920
17.25, 6339
17.6, 7290
17.9001, 6620
18.2, 6222
18.5, 6961
18.8, 6808
19.1001, 6709
19.4, 7022
19.7, 6543
20.0001, 6737
20.3, 6647
20.6, 6618
20.9, 6453
21.2001, 6682
21.5, 7087
21.8, 6691
22.1001, 6354
22.4, 6816
22.75, 6996
23.05, 6213
23.3501, 6523
23.65, 7071
23.95, 6483
24.2501, 6741
24.55, 7516
24.85, 6172
25.15, 6336
25.4501, 7276
25.75, 6825
26.05, 5786
26.3501, 6651
26.65, 7027
26.95, 6209
27.25, 6814
27.6, 6873
27.9, 6338
28.2, 6654
28.5001, 7180
28.8, 6436
29.1, 6516
29.4, 6999
29.7, 6334
30, 6544
