Time (s), Number of Contacts
0, 432
0.300048, 990
0.600029, 942
0.90001, 781
1.20006, 828
1.50004, 842
1.80002, 791
2.1, 807
2.40005, 816
2.75003, 797
3.05001, 810
3.35005, 808
3.65004, 811
3.95002, 798
4.25006, 790
4.55004, 810
4.85003, 809
5.15001, 809
5.45005, 816
5.75004, 798
6.05002, 806
6.35006, 809
6.65004, 796
6.95003, 800
7.25001, 807
7.60005, 798
7.90003, 808
8.20001, 780
8.50006, 790
8.80004, 797
9.10002, 825
9.4, 804
9.70005, 825
10, 825
10.3, 833
10.6001, 820
10.9, 801
11.2, 826
11.5, 810
11.8001, 820
12.1, 808
12.4, 835
12.7501, 825
13.05, 832
13.35, 816
13.65, 820
13.95, 802
14.25, 825
14.55, 815
14.8501, 824
15.15, 821
15.45, 836
15.75, 844
16.05, 819
16.35, 833
16.65, 839
16.9501, 841
17.25, 840
17.6, 847
17.9001, 834
18.2, 854
18.5, 825
18.8, 825
19.1001, 834
19.4, 847
19.7, 859
20.0001, 851
20.3, 862
20.6, 854
20.9, 861
21.2001, 827
21.5, 842
21.8, 822
22.1001, 868
22.4, 857
22.75, 855
23.05, 846
23.3501, 855
23.65, 858
23.95, 885
24.2501, 849
24.55, 850
24.85, 871
25.15, 850
25.4501, 863
25.75, 853
26.05, 855
26.3501, 874
26.65, 890
26.95, 879
27.25, 908
27.6, 897
27.9, 889
28.2, 889
28.5001, 896
28.8, 896
29.1, 890
29.4, 902
29.7, 894
30, 875
