Time (s), Number of Contacts
0, 3649
0.300048, 10823
0.600029, 10778
0.90001, 9790
1.20006, 6631
1.50004, 6813
1.80002, 9414
2.1, 8165
2.40005, 6480
2.75003, 8393
3.05001, 8205
3.35005, 6526
3.65004, 7918
3.95002, 8263
4.25006, 7014
4.55004, 7126
4.85003, 8166
5.15001, 7404
5.45005, 6942
5.75004, 7643
6.05002, 7641
6.35006, 6980
6.65004, 7627
6.95003, 7674
7.25001, 7164
7.60005, 7580
7.90003, 7579
8.20001, 7330
8.50006, 7387
8.80004, 7808
9.10002, 7369
9.4, 7306
9.70005, 7790
10, 7653
10.3, 7013
10.6001, 7264
10.9, 7694
11.2, 7374
11.5, 7340
11.8001, 7581
12.1, 7352
12.4, 7254
12.7501, 7759
13.05, 7626
13.35, 7455
13.65, 7429
13.95, 7742
14.25, 7551
14.55, 7306
14.8501, 7756
15.15, 7388
15.45, 7043
15.75, 7498
16.05, 7601
16.35, 7062
16.65, 7278
16.9501, 7691
17.25, 7503
17.6, 7412
17.9001, 7875
18.2, 7560
18.5, 7386
18.8, 7945
19.1001, 7576
19.4, 7052
19.7, 8098
20.0001, 7917
20.3, 7182
20.6, 7698
20.9, 7778
21.2001, 7065
21.5, 7468
21.8, 7542
22.1001, 7273
22.4, 7392
22.75, 7762
23.05, 7314
23.3501, 7466
23.65, 7678
23.95, 7190
24.2501, 7357
24.55, 7640
24.85, 7816
25.15, 7179
25.4501, 7253
25.75, 7891
26.05, 7219
26.3501, 7356
26.65, 7740
26.95, 7410
27.25, 7553
27.6, 7466
27.9, 7066
28.2, 7456
28.5001, 7276
28.8, 7471
29.1, 7176
29.4, 7287
29.7, 7616
30, 7417
