Time (s), Number of Contacts
0, 432
0.300048, 990
0.600029, 989
0.90001, 886
1.20006, 611
1.50004, 626
1.80002, 865
2.1, 793
2.40005, 670
2.75003, 741
3.05001, 799
3.35005, 712
3.65004, 737
3.95002, 763
4.25006, 769
4.55004, 724
4.85003, 733
5.15001, 745
5.45005, 705
5.75004, 773
6.05002, 774
6.35006, 739
6.65004, 717
6.95003, 749
7.25001, 760
7.60005, 754
7.90003, 752
8.20001, 734
8.50006, 734
8.80004, 697
9.10002, 730
9.4, 754
9.70005, 722
10, 721
10.3, 697
10.6001, 728
10.9, 750
11.2, 716
11.5, 753
11.8001, 740
12.1, 741
12.4, 722
12.7501, 741
13.05, 730
13.35, 743
13.65, 704
13.95, 752
14.25, 744
14.55, 757
14.8501, 746
15.15, 766
15.45, 720
15.75, 772
16.05, 750
16.35, 712
16.65, 763
16.9501, 762
17.25, 737
17.6, 753
17.9001, 709
18.2, 754
18.5, 752
18.8, 740
19.1001, 746
19.4, 752
19.7, 744
20.0001, 742
20.3, 767
20.6, 749
20.9, 749
21.2001, 750
21.5, 739
21.8, 769
22.1001, 717
22.4, 735
22.75, 735
23.05, 743
23.3501, 766
23.65, 765
23.95, 739
24.2501, 748
24.55, 741
24.85, 714
25.15, 720
25.4501, 763
25.75, 746
26.05, 730
26.3501, 743
26.65, 718
26.95, 763
27.25, 723
27.6, 715
27.9, 741
28.2, 717
28.5001, 743
28.8, 769
29.1, 752
29.4, 738
29.7, 742
30, 738
