Time (s), Number of Contacts
0, 3649
0.300048, 10986
0.600029, 10936
0.90001, 10242
1.20006, 10347
1.50004, 10405
1.80002, 10223
2.1, 9986
2.40005, 10233
2.75003, 10112
3.05001, 9993
3.35005, 10113
3.65004, 9986
3.95002, 9977
4.25006, 10017
4.55004, 9984
4.85003, 9904
5.15001, 9840
5.45005, 9867
5.75004, 9927
6.05002, 9863
6.35006, 9939
6.65004, 9858
6.95003, 9871
7.25001, 9962
7.60005, 9886
7.90003, 9886
8.20001, 9863
8.50006, 9824
8.80004, 9747
9.10002, 9806
9.4, 9921
9.70005, 9895
10, 9860
10.3, 9701
10.6001, 9842
10.9, 9897
11.2, 9924
11.5, 9862
11.8001, 9928
12.1, 9891
12.4, 9862
12.7501, 9833
13.05, 9867
13.35, 9776
13.65, 9869
13.95, 10069
14.25, 9843
14.55, 9890
14.8501, 9961
15.15, 10019
15.45, 10085
15.75, 10021
16.05, 9921
16.35, 9827
16.65, 9986
16.9501, 9798
17.25, 9897
17.6, 9863
17.9001, 9805
18.2, 9696
18.5, 9872
18.8, 9818
19.1001, 9830
19.4, 9875
19.7, 9846
20.0001, 9751
20.3, 9866
20.6, 9817
20.9, 9736
21.2001, 9847
21.5, 9812
21.8, 9811
22.1001, 9881
22.4, 9776
22.75, 9815
23.05, 9858
23.3501, 9738
23.65, 9810
23.95, 9870
24.2501, 9743
24.55, 9864
24.85, 9856
25.15, 9916
25.4501, 9911
25.75, 9886
26.05, 9793
26.3501, 9798
26.65, 9761
26.95, 9859
27.25, 9935
27.6, 9840
27.9, 9910
28.2, 9884
28.5001, 9813
28.8, 9880
29.1, 9738
29.4, 9751
29.7, 9883
30, 9842
