Time (s), Number of Contacts
0, 432
0.300048, 1008
0.600029, 984
0.90001, 829
1.20006, 854
1.50004, 939
1.80002, 869
2.1, 871
2.40005, 907
2.75003, 877
3.05001, 894
3.35005, 893
3.65004, 857
3.95002, 861
4.25006, 905
4.55004, 908
4.85003, 902
5.15001, 907
5.45005, 904
5.75004, 884
6.05002, 893
6.35006, 901
6.65004, 878
6.95003, 906
7.25001, 890
7.60005, 927
7.90003, 945
8.20001, 936
8.50006, 915
8.80004, 919
9.10002, 939
9.4, 917
9.70005, 938
10, 951
10.3, 956
10.6001, 963
10.9, 961
11.2, 932
11.5, 936
11.8001, 949
12.1, 979
12.4, 979
12.7501, 970
13.05, 962
13.35, 1009
13.65, 988
13.95, 956
14.25, 969
14.55, 964
14.8501, 1007
15.15, 984
15.45, 998
15.75, 1002
16.05, 1032
16.35, 1013
16.65, 993
16.9501, 1024
17.25, 995
17.6, 1009
17.9001, 992
18.2, 958
18.5, 994
18.8, 1008
19.1001, 1007
19.4, 1029
19.7, 1018
20.0001, 989
20.3, 985
20.6, 973
20.9, 998
21.2001, 1036
21.5, 999
21.8, 989
22.1001, 971
22.4, 998
22.75, 998
23.05, 996
23.3501, 1023
23.65, 1004
23.95, 1008
24.2501, 1015
24.55, 1032
24.85, 1016
25.15, 1021
25.4501, 1006
25.75, 1018
26.05, 1020
26.3501, 1018
26.65, 1028
26.95, 972
27.25, 1001
27.6, 1005
27.9, 1003
28.2, 1005
28.5001, 1015
28.8, 1026
29.1, 1012
29.4, 1071
29.7, 1053
30, 1059
