Time (s), Number of Contacts
0, 432
0.300048, 1009
0.600029, 997
0.90001, 868
1.20006, 571
1.50004, 566
1.80002, 916
2.1, 779
2.40005, 590
2.75003, 778
3.05001, 819
3.35005, 629
3.65004, 656
3.95002, 767
4.25006, 737
4.55004, 613
4.85003, 709
5.15001, 750
5.45005, 708
5.75004, 697
6.05002, 745
6.35006, 742
6.65004, 680
6.95003, 720
7.25001, 711
7.60005, 735
7.90003, 683
8.20001, 730
8.50006, 697
8.80004, 719
9.10002, 702
9.4, 710
9.70005, 713
10, 731
10.3, 703
10.6001, 727
10.9, 722
11.2, 721
11.5, 735
11.8001, 729
12.1, 711
12.4, 701
12.7501, 736
13.05, 709
13.35, 736
13.65, 724
13.95, 673
14.25, 710
14.55, 713
14.8501, 694
15.15, 723
15.45, 702
15.75, 703
16.05, 705
16.35, 708
16.65, 746
16.9501, 697
17.25, 723
17.6, 691
17.9001, 693
18.2, 691
18.5, 748
18.8, 721
19.1001, 742
19.4, 692
19.7, 724
20.0001, 718
20.3, 733
20.6, 672
20.9, 713
21.2001, 719
21.5, 698
21.8, 656
22.1001, 695
22.4, 742
22.75, 718
23.05, 701
23.3501, 740
23.65, 721
23.95, 696
24.2501, 680
24.55, 688
24.85, 708
25.15, 712
25.4501, 713
25.75, 724
26.05, 736
26.3501, 727
26.65, 725
26.95, 703
27.25, 726
27.6, 692
27.9, 728
28.2, 720
28.5001, 711
28.8, 712
29.1, 722
29.4, 691
29.7, 695
30, 692
