Time (s), Number of Contacts
0, 432
0.300048, 1046
0.600029, 1046
0.90001, 987
1.20006, 853
1.50004, 1098
1.80002, 1142
2.1, 958
2.40005, 1064
2.75003, 1173
3.05001, 1001
3.35005, 1069
3.65004, 1139
3.95002, 1071
4.25006, 1032
4.55004, 1126
4.85003, 1069
5.15001, 1036
5.45005, 1125
5.75004, 1110
6.05002, 1088
6.35006, 1072
6.65004, 1099
6.95003, 1071
7.25001, 1074
7.60005, 1100
7.90003, 1095
8.20001, 1082
8.50006, 1075
8.80004, 1103
9.10002, 1120
9.4, 1141
9.70005, 1136
10, 1044
10.3, 1073
10.6001, 1092
10.9, 1086
11.2, 1083
11.5, 1128
11.8001, 1129
12.1, 1055
12.4, 1123
12.7501, 1120
13.05, 1042
13.35, 1122
13.65, 1124
13.95, 1090
14.25, 1096
14.55, 1081
14.8501, 1104
15.15, 1123
15.45, 1125
15.75, 1048
16.05, 1089
16.35, 1107
16.65, 1098
16.9501, 1102
17.25, 1062
17.6, 1068
17.9001, 1107
18.2, 1081
18.5, 1099
18.8, 1122
19.1001, 1091
19.4, 1081
19.7, 1102
20.0001, 1117
20.3, 1089
20.6, 1092
20.9, 1102
21.2001, 1080
21.5, 1115
21.8, 1125
22.1001, 1096
22.4, 1072
22.75, 1077
23.05, 1107
23.3501, 1097
23.65, 1085
23.95, 1120
24.2501, 1041
24.55, 1141
24.85, 1123
25.15, 1070
25.4501, 1088
25.75, 1139
26.05, 1089
26.3501, 1094
26.65, 1145
26.95, 1066
27.25, 1120
27.6, 1133
27.9, 1071
28.2, 1107
28.5001, 1132
28.8, 1086
29.1, 1108
29.4, 1135
29.7, 1087
30, 1135
