Time (s), Number of Contacts
0, 432
0.300048, 1042
0.600029, 1030
0.90001, 863
1.20006, 645
1.50004, 880
1.80002, 1007
2.1, 758
2.40005, 832
2.75003, 974
3.05001, 831
3.35005, 807
3.65004, 928
3.95002, 881
4.25006, 790
4.55004, 882
4.85003, 859
5.15001, 824
5.45005, 854
5.75004, 872
6.05002, 868
6.35006, 878
6.65004, 887
6.95003, 826
7.25001, 856
7.60005, 870
7.90003, 845
8.20001, 801
8.50006, 871
8.80004, 844
9.10002, 886
9.4, 875
9.70005, 863
10, 848
10.3, 822
10.6001, 853
10.9, 860
11.2, 841
11.5, 850
11.8001, 841
12.1, 857
12.4, 864
12.7501, 868
13.05, 875
13.35, 838
13.65, 846
13.95, 871
14.25, 870
14.55, 843
14.8501, 850
15.15, 864
15.45, 838
15.75, 823
16.05, 894
16.35, 869
16.65, 834
16.9501, 849
17.25, 884
17.6, 838
17.9001, 872
18.2, 871
18.5, 847
18.8, 851
19.1001, 846
19.4, 882
19.7, 841
20.0001, 835
20.3, 855
20.6, 857
20.9, 886
21.2001, 837
21.5, 855
21.8, 869
22.1001, 834
22.4, 838
22.75, 834
23.05, 833
23.3501, 857
23.65, 870
23.95, 874
24.2501, 863
24.55, 861
24.85, 882
25.15, 850
25.4501, 837
25.75, 870
26.05, 879
26.3501, 862
26.65, 857
26.95, 888
27.25, 882
27.6, 852
27.9, 874
28.2, 870
28.5001, 814
28.8, 881
29.1, 881
29.4, 835
29.7, 861
30, 878
