Time (s), Number of Contacts
0, 3649
0.300048, 9839
0.600029, 9806
0.90001, 9166
1.20006, 9383
1.50004, 9578
1.80002, 9490
2.1, 9543
2.40005, 9604
2.75003, 9555
3.05001, 9556
3.35005, 9626
3.65004, 9534
3.95002, 9495
4.25006, 9507
4.55004, 9436
4.85003, 9375
5.15001, 9317
5.45005, 9309
5.75004, 9350
6.05002, 9405
6.35006, 9369
6.65004, 9427
6.95003, 9379
7.25001, 9363
7.60005, 9335
7.90003, 9281
8.20001, 9302
8.50006, 9357
8.80004, 9317
9.10002, 9287
9.4, 9292
9.70005, 9233
10, 9273
10.3, 9219
10.6001, 9256
10.9, 9216
11.2, 9283
11.5, 9247
11.8001, 9230
12.1, 9294
12.4, 9190
12.7501, 9212
13.05, 9254
13.35, 9235
13.65, 9194
13.95, 9242
14.25, 9193
14.55, 9216
14.8501, 9190
15.15, 9167
15.45, 9169
15.75, 9136
16.05, 9178
16.35, 9067
16.65, 9089
16.9501, 9041
17.25, 9031
17.6, 9031
17.9001, 9085
18.2, 9112
18.5, 9095
18.8, 8997
19.1001, 9044
19.4, 9018
19.7, 8999
20.0001, 9066
20.3, 9030
20.6, 9075
20.9, 8943
21.2001, 8904
21.5, 8930
21.8, 9022
22.1001, 8967
22.4, 8996
22.75, 8986
23.05, 8979
23.3501, 8908
23.65, 8942
23.95, 8963
24.2501, 8972
24.55, 8977
24.85, 8958
25.15, 8914
25.4501, 9043
25.75, 8982
26.05, 9013
26.3501, 9004
26.65, 9000
26.95, 9023
27.25, 8982
27.6, 8925
27.9, 8917
28.2, 8917
28.5001, 8975
28.8, 8866
29.1, 8840
29.4, 8856
29.7, 8899
30, 8955
