Time (s), Number of Contacts
0, 432
0.300048, 1018
0.600029, 1003
0.90001, 878
1.20006, 637
1.50004, 773
1.80002, 1021
2.1, 802
2.40005, 799
2.75003, 963
3.05001, 782
3.35005, 751
3.65004, 964
3.95002, 859
4.25006, 726
4.55004, 900
4.85003, 951
5.15001, 725
5.45005, 788
5.75004, 975
6.05002, 839
6.35006, 737
6.65004, 973
6.95003, 899
7.25001, 732
7.60005, 929
7.90003, 939
8.20001, 739
8.50006, 825
8.80004, 926
9.10002, 822
9.4, 770
9.70005, 877
10, 841
10.3, 777
10.6001, 912
10.9, 842
11.2, 773
11.5, 834
11.8001, 889
12.1, 756
12.4, 784
12.7501, 976
13.05, 822
13.35, 771
13.65, 960
13.95, 879
14.25, 717
14.55, 926
14.8501, 922
15.15, 777
15.45, 845
15.75, 934
16.05, 786
16.35, 823
16.65, 920
16.9501, 871
17.25, 790
17.6, 837
17.9001, 907
18.2, 820
18.5, 846
18.8, 896
19.1001, 807
19.4, 835
19.7, 860
20.0001, 823
20.3, 871
20.6, 857
20.9, 812
21.2001, 850
21.5, 850
21.8, 845
22.1001, 836
22.4, 842
22.75, 821
23.05, 795
23.3501, 873
23.65, 790
23.95, 827
24.2501, 880
24.55, 851
24.85, 802
25.15, 843
25.4501, 888
25.75, 852
26.05, 819
26.3501, 876
26.65, 891
26.95, 811
27.25, 825
27.6, 852
27.9, 871
28.2, 827
28.5001, 821
28.8, 883
29.1, 814
29.4, 847
29.7, 938
30, 841
