Time (s), Number of Contacts
0, 432
0.300048, 1009
0.600029, 1007
0.90001, 912
1.20006, 695
1.50004, 752
1.80002, 997
2.1, 882
2.40005, 745
2.75003, 936
3.05001, 935
3.35005, 814
3.65004, 863
3.95002, 936
4.25006, 886
4.55004, 867
4.85003, 940
5.15001, 903
5.45005, 846
5.75004, 930
6.05002, 902
6.35006, 835
6.65004, 905
6.95003, 909
7.25001, 867
7.60005, 927
7.90003, 902
8.20001, 889
8.50006, 930
8.80004, 880
9.10002, 892
9.4, 892
9.70005, 861
10, 865
10.3, 925
10.6001, 876
10.9, 896
11.2, 907
11.5, 891
11.8001, 889
12.1, 922
12.4, 905
12.7501, 918
13.05, 927
13.35, 889
13.65, 870
13.95, 931
14.25, 903
14.55, 850
14.8501, 872
15.15, 937
15.45, 867
15.75, 878
16.05, 887
16.35, 881
16.65, 832
16.9501, 869
17.25, 943
17.6, 877
17.9001, 906
18.2, 913
18.5, 884
18.8, 910
19.1001, 924
19.4, 883
19.7, 878
20.0001, 896
20.3, 917
20.6, 879
20.9, 894
21.2001, 905
21.5, 920
21.8, 903
22.1001, 884
22.4, 876
22.75, 868
23.05, 868
23.3501, 910
23.65, 915
23.95, 860
24.2501, 885
24.55, 896
24.85, 883
25.15, 940
25.4501, 905
25.75, 850
26.05, 865
26.3501, 922
26.65, 894
26.95, 889
27.25, 887
27.6, 886
27.9, 869
28.2, 871
28.5001, 923
28.8, 907
29.1, 871
29.4, 907
29.7, 912
30, 832
