Time (s), Number of Contacts
0, 3649
0.300048, 10924
0.600029, 10737
0.90001, 9901
1.20006, 9589
1.50004, 9952
1.80002, 9154
2.1, 8727
2.40005, 9232
2.75003, 8502
3.05001, 8451
3.35005, 8930
3.65004, 8841
3.95002, 8422
4.25006, 8957
4.55004, 8996
4.85003, 8333
5.15001, 8935
5.45005, 9150
5.75004, 8279
6.05002, 8784
6.35006, 8720
6.65004, 8529
6.95003, 8448
7.25001, 8749
7.60005, 8235
7.90003, 8924
8.20001, 9122
8.50006, 8616
8.80004, 8507
9.10002, 8994
9.4, 8661
9.70005, 8689
10, 8516
10.3, 8354
10.6001, 8412
10.9, 8812
11.2, 8685
11.5, 8200
11.8001, 8578
12.1, 8411
12.4, 8495
12.7501, 8567
13.05, 8279
13.35, 8568
13.65, 8321
13.95, 8034
14.25, 8465
14.55, 8506
14.8501, 8199
15.15, 8288
15.45, 8788
15.75, 8098
16.05, 8307
16.35, 8858
16.65, 8203
16.9501, 8098
17.25, 8646
17.6, 8481
17.9001, 8656
18.2, 9077
18.5, 9093
18.8, 8241
19.1001, 8839
19.4, 8929
19.7, 8481
20.0001, 8854
20.3, 8661
20.6, 8721
20.9, 8407
21.2001, 8776
21.5, 8349
21.8, 8305
22.1001, 8625
22.4, 8527
22.75, 8721
23.05, 8651
23.3501, 8527
23.65, 8259
23.95, 8478
24.2501, 8310
24.55, 8644
24.85, 8768
25.15, 8378
25.4501, 8502
25.75, 8547
26.05, 8443
26.3501, 8325
26.65, 8412
26.95, 8494
27.25, 8223
27.6, 8450
27.9, 8921
28.2, 8566
28.5001, 8451
28.8, 8274
29.1, 8705
29.4, 8446
29.7, 8531
30, 8513
