Time (s), Number of Contacts
0, 432
0.300048, 1027
0.600029, 1011
0.90001, 901
1.20006, 932
1.50004, 948
1.80002, 923
2.1, 936
2.40005, 932
2.75003, 928
3.05001, 965
3.35005, 919
3.65004, 919
3.95002, 920
4.25006, 941
4.55004, 951
4.85003, 952
5.15001, 968
5.45005, 957
5.75004, 979
6.05002, 994
6.35006, 990
6.65004, 980
6.95003, 1003
7.25001, 1003
7.60005, 1030
7.90003, 1024
8.20001, 1009
8.50006, 1028
8.80004, 995
9.10002, 1011
9.4, 1021
9.70005, 996
10, 1011
10.3, 1023
10.6001, 1007
10.9, 1020
11.2, 1035
11.5, 1036
11.8001, 1048
12.1, 1030
12.4, 1022
12.7501, 1035
13.05, 1030
13.35, 998
13.65, 1038
13.95, 1045
14.25, 1044
14.55, 1055
14.8501, 1050
15.15, 1039
15.45, 1070
15.75, 1061
16.05, 1058
16.35, 1055
16.65, 1056
16.9501, 1041
17.25, 1061
17.6, 1057
17.9001, 1030
18.2, 1069
18.5, 1076
18.8, 1083
19.1001, 1082
19.4, 1072
19.7, 1072
20.0001, 1053
20.3, 1071
20.6, 1073
20.9, 1051
21.2001, 1078
21.5, 1081
21.8, 1075
22.1001, 1064
22.4, 1092
22.75, 1062
23.05, 1079
23.3501, 1079
23.65, 1049
23.95, 1090
24.2501, 1080
24.55, 1101
24.85, 1073
25.15, 1081
25.4501, 1077
25.75, 1077
26.05, 1092
26.3501, 1094
26.65, 1101
26.95, 1099
27.25, 1092
27.6, 1082
27.9, 1098
28.2, 1117
28.5001, 1090
28.8, 1108
29.1, 1097
29.4, 1106
29.7, 1105
30, 1103
