Time (s), Number of Contacts
0, 432
0.300048, 1021
0.600029, 1003
0.90001, 910
1.20006, 709
1.50004, 732
1.80002, 961
2.1, 886
2.40005, 737
2.75003, 833
3.05001, 917
3.35005, 831
3.65004, 816
3.95002, 873
4.25006, 879
4.55004, 827
4.85003, 831
5.15001, 859
5.45005, 854
5.75004, 860
6.05002, 833
6.35006, 862
6.65004, 879
6.95003, 851
7.25001, 816
7.60005, 860
7.90003, 829
8.20001, 844
8.50006, 872
8.80004, 849
9.10002, 857
9.4, 870
9.70005, 843
10, 818
10.3, 836
10.6001, 854
10.9, 849
11.2, 848
11.5, 834
11.8001, 874
12.1, 855
12.4, 836
12.7501, 844
13.05, 837
13.35, 860
13.65, 837
13.95, 874
14.25, 854
14.55, 852
14.8501, 870
15.15, 863
15.45, 855
15.75, 869
16.05, 852
16.35, 861
16.65, 841
16.9501, 866
17.25, 840
17.6, 828
17.9001, 860
18.2, 831
18.5, 848
18.8, 881
19.1001, 858
19.4, 854
19.7, 848
20.0001, 843
20.3, 844
20.6, 845
20.9, 841
21.2001, 841
21.5, 825
21.8, 852
22.1001, 848
22.4, 848
22.75, 859
23.05, 833
23.3501, 829
23.65, 828
23.95, 794
24.2501, 830
24.55, 853
24.85, 804
25.15, 855
25.4501, 841
25.75, 820
26.05, 859
26.3501, 865
26.65, 836
26.95, 829
27.25, 848
27.6, 858
27.9, 845
28.2, 866
28.5001, 846
28.8, 876
29.1, 871
29.4, 834
29.7, 845
30, 880
