Time (s), Number of Contacts
0, 3649
0.300048, 10054
0.600029, 9940
0.90001, 9020
1.20006, 5977
1.50004, 5948
1.80002, 8852
2.1, 7573
2.40005, 5474
2.75003, 7483
3.05001, 7588
3.35005, 5798
3.65004, 6661
3.95002, 8008
4.25006, 6380
4.55004, 6023
4.85003, 7946
5.15001, 7113
5.45005, 5778
5.75004, 7270
6.05002, 7795
6.35006, 5805
6.65004, 6499
6.95003, 7710
7.25001, 6439
7.60005, 6256
7.90003, 7630
8.20001, 6725
8.50006, 5844
8.80004, 7075
9.10002, 7541
9.4, 5913
9.70005, 6258
10, 7416
10.3, 6548
10.6001, 6188
10.9, 7043
11.2, 7050
11.5, 6122
11.8001, 6572
12.1, 7155
12.4, 6168
12.7501, 6306
13.05, 7011
13.35, 6509
13.65, 6156
13.95, 7098
14.25, 6723
14.55, 6174
14.8501, 6737
15.15, 6816
15.45, 6342
15.75, 6557
16.05, 6878
16.35, 6809
16.65, 6221
16.9501, 6493
17.25, 6867
17.6, 6458
17.9001, 5982
18.2, 6573
18.5, 6770
18.8, 6197
19.1001, 6543
19.4, 6820
19.7, 6567
20.0001, 6568
20.3, 6706
20.6, 6733
20.9, 6257
21.2001, 6407
21.5, 6529
21.8, 6486
22.1001, 6427
22.4, 6430
22.75, 6724
23.05, 6555
23.3501, 6120
23.65, 6600
23.95, 6735
24.2501, 6184
24.55, 6626
24.85, 6990
25.15, 6367
25.4501, 6209
25.75, 7154
26.05, 6812
26.3501, 6205
26.65, 6862
26.95, 7036
27.25, 5963
27.6, 6429
27.9, 6876
28.2, 6488
28.5001, 6623
28.8, 6857
29.1, 6744
29.4, 6193
29.7, 6621
30, 6641
