Time (s), Number of Contacts
0, 3649
0.300048, 10374
0.600029, 10072
0.90001, 8146
1.20006, 5199
1.50004, 7189
1.80002, 8480
2.1, 6209
2.40005, 6489
2.75003, 7930
3.05001, 6696
3.35005, 6449
3.65004, 7152
3.95002, 7094
4.25006, 6267
4.55004, 6642
4.85003, 7095
5.15001, 6592
5.45005, 6652
5.75004, 7127
6.05002, 6541
6.35006, 6722
6.65004, 6975
6.95003, 6573
7.25001, 6682
7.60005, 6712
7.90003, 6720
8.20001, 6649
8.50006, 6798
8.80004, 6846
9.10002, 6968
9.4, 6687
9.70005, 6756
10, 6860
10.3, 6652
10.6001, 6698
10.9, 6958
11.2, 6674
11.5, 6584
11.8001, 6669
12.1, 6916
12.4, 6647
12.7501, 6668
13.05, 7094
13.35, 6657
13.65, 6701
13.95, 6730
14.25, 6885
14.55, 6556
14.8501, 6585
15.15, 6906
15.45, 6857
15.75, 6622
16.05, 6830
16.35, 6884
16.65, 6754
16.9501, 6807
17.25, 6844
17.6, 6771
17.9001, 6872
18.2, 6621
18.5, 6770
18.8, 6784
19.1001, 6759
19.4, 6932
19.7, 6770
20.0001, 6641
20.3, 6782
20.6, 6760
20.9, 6541
21.2001, 6440
21.5, 6760
21.8, 6857
22.1001, 6582
22.4, 6733
22.75, 6682
23.05, 6722
23.3501, 6729
23.65, 6903
23.95, 6848
24.2501, 6595
24.55, 6603
24.85, 6870
25.15, 6852
25.4501, 6619
25.75, 6760
26.05, 6871
26.3501, 6431
26.65, 6886
26.95, 7139
27.25, 6735
27.6, 6625
27.9, 6873
28.2, 6778
28.5001, 6600
28.8, 6798
29.1, 7034
29.4, 6410
29.7, 6862
30, 6837
