Time (s), Number of Contacts
0, 3649
0.300048, 9858
0.600029, 9790
0.90001, 9184
1.20006, 9457
1.50004, 9609
1.80002, 9563
2.1, 9488
2.40005, 9564
2.75003, 9480
3.05001, 9496
3.35005, 9488
3.65004, 9439
3.95002, 9478
4.25006, 9382
4.55004, 9420
4.85003, 9371
5.15001, 9360
5.45005, 9378
5.75004, 9318
6.05002, 9421
6.35006, 9438
6.65004, 9400
6.95003, 9365
7.25001, 9314
7.60005, 9293
7.90003, 9318
8.20001, 9330
8.50006, 9210
8.80004, 9258
9.10002, 9261
9.4, 9265
9.70005, 9195
10, 9208
10.3, 9110
10.6001, 9098
10.9, 9116
11.2, 9171
11.5, 9152
11.8001, 9118
12.1, 9136
12.4, 9132
12.7501, 9025
13.05, 9067
13.35, 9106
13.65, 9102
13.95, 9113
14.25, 9124
14.55, 9083
14.8501, 8985
15.15, 9037
15.45, 9056
15.75, 9106
16.05, 9062
16.35, 9005
16.65, 9001
16.9501, 9039
17.25, 9007
17.6, 8954
17.9001, 9015
18.2, 9021
18.5, 9013
18.8, 8997
19.1001, 8993
19.4, 8919
19.7, 8979
20.0001, 8986
20.3, 8912
20.6, 8905
20.9, 8989
21.2001, 8967
21.5, 8951
21.8, 9025
22.1001, 8981
22.4, 8968
22.75, 8953
23.05, 8926
23.3501, 8876
23.65, 8798
23.95, 8805
24.2501, 8865
24.55, 8954
24.85, 8957
25.15, 8920
25.4501, 8922
25.75, 8907
26.05, 8912
26.3501, 8863
26.65, 8882
26.95, 8873
27.25, 8914
27.6, 8887
27.9, 8868
28.2, 8856
28.5001, 8878
28.8, 8879
29.1, 8835
29.4, 8912
29.7, 8887
30, 8957
