Time (s), Number of Contacts
0, 432
0.300048, 1000
0.600029, 979
0.90001, 893
1.20006, 714
1.50004, 713
1.80002, 917
2.1, 825
2.40005, 708
2.75003, 843
3.05001, 876
3.35005, 768
3.65004, 768
3.95002, 846
4.25006, 819
4.55004, 779
4.85003, 823
5.15001, 846
5.45005, 832
5.75004, 800
6.05002, 815
6.35006, 829
6.65004, 789
6.95003, 784
7.25001, 821
7.60005, 802
7.90003, 822
8.20001, 820
8.50006, 815
8.80004, 785
9.10002, 787
9.4, 812
9.70005, 848
10, 834
10.3, 782
10.6001, 814
10.9, 829
11.2, 809
11.5, 805
11.8001, 842
12.1, 802
12.4, 811
12.7501, 813
13.05, 807
13.35, 800
13.65, 786
13.95, 788
14.25, 838
14.55, 830
14.8501, 802
15.15, 863
15.45, 826
15.75, 814
16.05, 848
16.35, 841
16.65, 821
16.9501, 832
17.25, 825
17.6, 805
17.9001, 816
18.2, 817
18.5, 800
18.8, 817
19.1001, 810
19.4, 831
19.7, 808
20.0001, 776
20.3, 838
20.6, 834
20.9, 822
21.2001, 832
21.5, 793
21.8, 826
22.1001, 800
22.4, 805
22.75, 816
23.05, 825
23.3501, 829
23.65, 803
23.95, 839
24.2501, 817
24.55, 817
24.85, 798
25.15, 830
25.4501, 840
25.75, 764
26.05, 797
26.3501, 815
26.65, 814
26.95, 815
27.25, 838
27.6, 815
27.9, 820
28.2, 807
28.5001, 836
28.8, 840
29.1, 804
29.4, 823
29.7, 823
30, 794
