Time (s), Number of Contacts
0, 3649
0.300048, 10233
0.600029, 10119
0.90001, 10323
1.20006, 10449
1.50004, 10361
1.80002, 10448
2.1, 10505
2.40005, 10528
2.75003, 10556
3.05001, 10570
3.35005, 10605
3.65004, 10579
3.95002, 10613
4.25006, 10591
4.55004, 10610
4.85003, 10639
5.15001, 10617
5.45005, 10620
5.75004, 10623
6.05002, 10644
6.35006, 10633
6.65004, 10619
6.95003, 10673
7.25001, 10673
7.60005, 10670
7.90003, 10693
8.20001, 10630
8.50006, 10702
8.80004, 10669
9.10002, 10676
9.4, 10680
9.70005, 10657
10, 10623
10.3, 10678
10.6001, 10707
10.9, 10688
11.2, 10704
11.5, 10682
11.8001, 10682
12.1, 10726
12.4, 10674
12.7501, 10672
13.05, 10696
13.35, 10644
13.65, 10661
13.95, 10663
14.25, 10703
14.55, 10732
14.8501, 10739
15.15, 10746
15.45, 10747
15.75, 10710
16.05, 10771
16.35, 10752
16.65, 10786
16.9501, 10719
17.25, 10767
17.6, 10802
17.9001, 10746
18.2, 10812
18.5, 10734
18.8, 10784
19.1001, 10719
19.4, 10790
19.7, 10778
20.0001, 10841
20.3, 10808
20.6, 10791
20.9, 10764
21.2001, 10758
21.5, 10751
21.8, 10732
22.1001, 10750
22.4, 10764
22.75, 10733
23.05, 10725
23.3501, 10766
23.65, 10723
23.95, 10776
24.2501, 10725
24.55, 10770
24.85, 10652
25.15, 10747
25.4501, 10706
25.75, 10756
26.05, 10709
26.3501, 10763
26.65, 10737
26.95, 10780
27.25, 10801
27.6, 10826
27.9, 10800
28.2, 10826
28.5001, 10768
28.8, 10803
29.1, 10787
29.4, 10814
29.7, 10774
30, 10822
