Time (s), Number of Contacts
0, 432
0.300048, 1044
0.600029, 1046
0.90001, 997
1.20006, 726
1.50004, 857
1.80002, 1106
2.1, 962
2.40005, 843
2.75003, 1080
3.05001, 1010
3.35005, 859
3.65004, 1023
3.95002, 1023
4.25006, 899
4.55004, 968
4.85003, 1062
5.15001, 931
5.45005, 910
5.75004, 1013
6.05002, 976
6.35006, 916
6.65004, 1001
6.95003, 990
7.25001, 941
7.60005, 1020
7.90003, 978
8.20001, 965
8.50006, 969
8.80004, 1028
9.10002, 952
9.4, 937
9.70005, 1010
10, 997
10.3, 922
10.6001, 987
10.9, 975
11.2, 974
11.5, 978
11.8001, 1029
12.1, 960
12.4, 967
12.7501, 1016
13.05, 983
13.35, 982
13.65, 978
13.95, 1000
14.25, 994
14.55, 977
14.8501, 1025
15.15, 977
15.45, 929
15.75, 1003
16.05, 1012
16.35, 924
16.65, 971
16.9501, 1014
17.25, 957
17.6, 964
17.9001, 1027
18.2, 1004
18.5, 992
18.8, 1038
19.1001, 969
19.4, 943
19.7, 1073
20.0001, 1025
20.3, 888
20.6, 1046
20.9, 964
21.2001, 994
21.5, 1015
21.8, 985
22.1001, 967
22.4, 981
22.75, 1023
23.05, 989
23.3501, 1039
23.65, 963
23.95, 975
24.2501, 972
24.55, 1012
24.85, 1010
25.15, 933
25.4501, 977
25.75, 968
26.05, 931
26.3501, 993
26.65, 1005
26.95, 972
27.25, 1020
27.6, 969
27.9, 928
28.2, 1003
28.5001, 1004
28.8, 975
29.1, 966
29.4, 976
29.7, 989
30, 981
