Time (s), Number of Contacts
0, 3649
0.300048, 10054
0.600029, 9958
0.90001, 9205
1.20006, 5982
1.50004, 5369
1.80002, 8299
2.1, 7516
2.40005, 5690
2.75003, 6709
3.05001, 7302
3.35005, 5816
3.65004, 6060
3.95002, 7009
4.25006, 6414
4.55004, 6102
4.85003, 6302
5.15001, 6573
5.45005, 6364
5.75004, 6384
6.05002, 6403
6.35006, 6075
6.65004, 6387
6.95003, 6538
7.25001, 6212
7.60005, 6105
7.90003, 6402
8.20001, 6428
8.50006, 6289
8.80004, 6120
9.10002, 6287
9.4, 6353
9.70005, 6208
10, 6309
10.3, 6490
10.6001, 6251
10.9, 6163
11.2, 6479
11.5, 6428
11.8001, 5992
12.1, 6350
12.4, 6342
12.7501, 6181
13.05, 6315
13.35, 6240
13.65, 5839
13.95, 6481
14.25, 6464
14.55, 5932
14.8501, 6318
15.15, 6509
15.45, 6094
15.75, 6113
16.05, 6682
16.35, 6524
16.65, 6007
16.9501, 6531
17.25, 6786
17.6, 6262
17.9001, 6183
18.2, 6665
18.5, 6053
18.8, 6159
19.1001, 6283
19.4, 6473
19.7, 6276
20.0001, 6236
20.3, 6613
20.6, 6265
20.9, 5974
21.2001, 6136
21.5, 6581
21.8, 6256
22.1001, 6151
22.4, 6579
22.75, 6190
23.05, 5978
23.3501, 6590
23.65, 6405
23.95, 6119
24.2501, 6314
24.55, 6491
24.85, 6105
25.15, 6562
25.4501, 6389
25.75, 5913
26.05, 6290
26.3501, 6754
26.65, 6324
26.95, 5942
27.25, 6178
27.6, 6598
27.9, 6023
28.2, 6192
28.5001, 6563
28.8, 6395
29.1, 5965
29.4, 6429
29.7, 6720
30, 6017
