Time (s), Number of Contacts
0, 3649
0.300048, 9857
0.600029, 9786
0.90001, 9246
1.20006, 9429
1.50004, 9635
1.80002, 9378
2.1, 9472
2.40005, 9461
2.75003, 9361
3.05001, 9326
3.35005, 9487
3.65004, 9379
3.95002, 9331
4.25006, 9425
4.55004, 9372
4.85003, 9299
5.15001, 9384
5.45005, 9285
5.75004, 9317
6.05002, 9283
6.35006, 9242
6.65004, 9169
6.95003, 9089
7.25001, 9117
7.60005, 9134
7.90003, 9157
8.20001, 9174
8.50006, 9047
8.80004, 8966
9.10002, 9018
9.4, 8979
9.70005, 8960
10, 9015
10.3, 8929
10.6001, 8917
10.9, 8967
11.2, 8899
11.5, 8964
11.8001, 8944
12.1, 8942
12.4, 8871
12.7501, 8875
13.05, 8864
13.35, 8900
13.65, 8938
13.95, 9004
14.25, 8899
14.55, 8928
14.8501, 8931
15.15, 8890
15.45, 8872
15.75, 8855
16.05, 8865
16.35, 8841
16.65, 8874
16.9501, 8862
17.25, 8842
17.6, 8764
17.9001, 8771
18.2, 8884
18.5, 8834
18.8, 8883
19.1001, 8924
19.4, 8860
19.7, 8883
20.0001, 8833
20.3, 8831
20.6, 8883
20.9, 8915
21.2001, 8885
21.5, 8940
21.8, 8804
22.1001, 8841
22.4, 8900
22.75, 8884
23.05, 8865
23.3501, 8863
23.65, 8861
23.95, 8900
24.2501, 8885
24.55, 8842
24.85, 8869
25.15, 8797
25.4501, 8803
25.75, 8760
26.05, 8858
26.3501, 8874
26.65, 8900
26.95, 8854
27.25, 8922
27.6, 8949
27.9, 8905
28.2, 8946
28.5001, 8936
28.8, 8911
29.1, 8917
29.4, 8935
29.7, 8969
30, 8966
