Time (s), Number of Contacts
0, 432
0.300048, 1058
0.600029, 1042
0.90001, 972
1.20006, 1003
1.50004, 1060
1.80002, 1012
2.1, 1017
2.40005, 1103
2.75003, 1041
3.05001, 1085
3.35005, 1118
3.65004, 1096
3.95002, 1097
4.25006, 1149
4.55004, 1121
4.85003, 1108
5.15001, 1168
5.45005, 1143
5.75004, 1139
6.05002, 1172
6.35006, 1174
6.65004, 1136
6.95003, 1184
7.25001, 1188
7.60005, 1163
7.90003, 1223
8.20001, 1193
8.50006, 1190
8.80004, 1194
9.10002, 1221
9.4, 1220
9.70005, 1203
10, 1231
10.3, 1209
10.6001, 1226
10.9, 1235
11.2, 1186
11.5, 1222
11.8001, 1250
12.1, 1245
12.4, 1223
12.7501, 1230
13.05, 1240
13.35, 1234
13.65, 1255
13.95, 1241
14.25, 1250
14.55, 1263
14.8501, 1223
15.15, 1290
15.45, 1257
15.75, 1234
16.05, 1263
16.35, 1239
16.65, 1245
16.9501, 1256
17.25, 1294
17.6, 1262
17.9001, 1288
18.2, 1299
18.5, 1251
18.8, 1271
19.1001, 1305
19.4, 1244
19.7, 1262
20.0001, 1283
20.3, 1269
20.6, 1271
20.9, 1284
21.2001, 1265
21.5, 1270
21.8, 1295
22.1001, 1297
22.4, 1272
22.75, 1311
23.05, 1306
23.3501, 1312
23.65, 1302
23.95, 1311
24.2501, 1316
24.55, 1310
24.85, 1292
25.15, 1298
25.4501, 1300
25.75, 1280
26.05, 1321
26.3501, 1279
26.65, 1290
26.95, 1266
27.25, 1294
27.6, 1348
27.9, 1340
28.2, 1318
28.5001, 1318
28.8, 1329
29.1, 1343
29.4, 1334
29.7, 1325
30, 1309
