Time (s), Number of Contacts
0, 3649
0.300048, 10938
0.600029, 10865
0.90001, 10148
1.20006, 10253
1.50004, 10420
1.80002, 10160
2.1, 10019
2.40005, 10223
2.75003, 10073
3.05001, 9957
3.35005, 10067
3.65004, 9934
3.95002, 9856
4.25006, 9891
4.55004, 9872
4.85003, 9837
5.15001, 9908
5.45005, 9994
5.75004, 10016
6.05002, 9861
6.35006, 9938
6.65004, 9791
6.95003, 9885
7.25001, 10028
7.60005, 9897
7.90003, 9714
8.20001, 9866
8.50006, 9846
8.80004, 9865
9.10002, 9927
9.4, 9820
9.70005, 9775
10, 9822
10.3, 9755
10.6001, 9796
10.9, 9823
11.2, 9902
11.5, 9759
11.8001, 9748
12.1, 9730
12.4, 10014
12.7501, 9700
13.05, 9834
13.35, 9817
13.65, 9767
13.95, 9888
14.25, 9883
14.55, 9744
14.8501, 9851
15.15, 10000
15.45, 9755
15.75, 9872
16.05, 9762
16.35, 9797
16.65, 9885
16.9501, 9858
17.25, 9780
17.6, 9836
17.9001, 9929
18.2, 9816
18.5, 9856
18.8, 9838
19.1001, 9895
19.4, 9879
19.7, 9847
20.0001, 9708
20.3, 9788
20.6, 9961
20.9, 9872
21.2001, 9872
21.5, 9928
21.8, 9827
22.1001, 9815
22.4, 9754
22.75, 9715
23.05, 9763
23.3501, 9739
23.65, 9819
23.95, 9790
24.2501, 9726
24.55, 9716
24.85, 9720
25.15, 9657
25.4501, 9948
25.75, 9845
26.05, 9637
26.3501, 9740
26.65, 9823
26.95, 9740
27.25, 9799
27.6, 9695
27.9, 9737
28.2, 9839
28.5001, 9648
28.8, 9784
29.1, 9922
29.4, 9845
29.7, 9732
30, 9883
