Time (s), Number of Contacts
0, 432
0.300048, 962
0.600029, 974
0.90001, 902
1.20006, 747
1.50004, 664
1.80002, 827
2.1, 893
2.40005, 774
2.75003, 766
3.05001, 855
3.35005, 812
3.65004, 743
3.95002, 780
4.25006, 851
4.55004, 823
4.85003, 803
5.15001, 837
5.45005, 848
5.75004, 804
6.05002, 818
6.35006, 842
6.65004, 860
6.95003, 781
7.25001, 822
7.60005, 850
7.90003, 833
8.20001, 791
8.50006, 815
8.80004, 822
9.10002, 821
9.4, 805
9.70005, 836
10, 826
10.3, 793
10.6001, 823
10.9, 815
11.2, 809
11.5, 786
11.8001, 803
12.1, 818
12.4, 818
12.7501, 810
13.05, 839
13.35, 806
13.65, 815
13.95, 813
14.25, 833
14.55, 837
14.8501, 818
15.15, 826
15.45, 841
15.75, 807
16.05, 839
16.35, 813
16.65, 838
16.9501, 792
17.25, 804
17.6, 842
17.9001, 825
18.2, 816
18.5, 830
18.8, 856
19.1001, 788
19.4, 812
19.7, 809
20.0001, 832
20.3, 793
20.6, 815
20.9, 828
21.2001, 842
21.5, 834
21.8, 798
22.1001, 811
22.4, 802
22.75, 804
23.05, 836
23.3501, 835
23.65, 842
23.95, 849
24.2501, 849
24.55, 804
24.85, 828
25.15, 848
25.4501, 813
25.75, 818
26.05, 812
26.3501, 829
26.65, 818
26.95, 848
27.25, 823
27.6, 830
27.9, 822
28.2, 832
28.5001, 824
28.8, 798
29.1, 799
29.4, 821
29.7, 801
30, 814
