Time (s), Number of Contacts
0, 3649
0.300048, 10828
0.600029, 10577
0.90001, 8432
1.20006, 5640
1.50004, 8726
1.80002, 9508
2.1, 6271
2.40005, 7567
2.75003, 9228
3.05001, 6989
3.35005, 7187
3.65004, 8064
3.95002, 7483
4.25006, 7322
4.55004, 7976
4.85003, 7864
5.15001, 6975
5.45005, 7521
5.75004, 8388
6.05002, 7486
6.35006, 7411
6.65004, 7542
6.95003, 7167
7.25001, 7279
7.60005, 7650
7.90003, 7136
8.20001, 6935
8.50006, 7458
8.80004, 7556
9.10002, 7324
9.4, 7588
9.70005, 7661
10, 7118
10.3, 7745
10.6001, 8079
10.9, 7452
11.2, 7147
11.5, 7764
11.8001, 7507
12.1, 7125
12.4, 7751
12.7501, 7819
13.05, 7261
13.35, 7256
13.65, 7451
13.95, 6826
14.25, 7497
14.55, 7555
14.8501, 7175
15.15, 7360
15.45, 7922
15.75, 7411
16.05, 7296
16.35, 7754
16.65, 7652
16.9501, 7279
17.25, 7475
17.6, 7103
17.9001, 7075
18.2, 7214
18.5, 7423
18.8, 7187
19.1001, 7512
19.4, 7191
19.7, 7270
20.0001, 7334
20.3, 7876
20.6, 7384
20.9, 7120
21.2001, 7489
21.5, 7386
21.8, 7168
22.1001, 7524
22.4, 7445
22.75, 6761
23.05, 7401
23.3501, 7908
23.65, 7305
23.95, 7210
24.2501, 7696
24.55, 7540
24.85, 7126
25.15, 7478
25.4501, 7722
25.75, 7059
26.05, 7357
26.3501, 7792
26.65, 7906
26.95, 7450
27.25, 7960
27.6, 7316
27.9, 7034
28.2, 7453
28.5001, 7766
28.8, 7498
29.1, 7045
29.4, 7470
29.7, 7568
30, 7250
