Time (s), Number of Contacts
0, 3649
0.300048, 10828
0.600029, 10601
0.90001, 8836
1.20006, 6386
1.50004, 9294
1.80002, 9424
2.1, 7526
2.40005, 8199
2.75003, 9078
3.05001, 7436
3.35005, 8262
3.65004, 9194
3.95002, 7578
4.25006, 7900
4.55004, 8864
4.85003, 8094
5.15001, 7412
5.45005, 8092
5.75004, 8535
6.05002, 8031
6.35006, 7774
6.65004, 8541
6.95003, 7924
7.25001, 7529
7.60005, 8551
7.90003, 8174
8.20001, 7213
8.50006, 8165
8.80004, 8419
9.10002, 7554
9.4, 7795
9.70005, 8659
10, 7868
10.3, 7730
10.6001, 8238
10.9, 8436
11.2, 8025
11.5, 8016
11.8001, 8227
12.1, 8373
12.4, 8047
12.7501, 8245
13.05, 8394
13.35, 8084
13.65, 7702
13.95, 7708
14.25, 8206
14.55, 8033
14.8501, 7729
15.15, 7864
15.45, 8253
15.75, 8129
16.05, 7866
16.35, 7905
16.65, 8512
16.9501, 8028
17.25, 8124
17.6, 8161
17.9001, 7898
18.2, 8494
18.5, 8161
18.8, 7637
19.1001, 8122
19.4, 8276
19.7, 7551
20.0001, 7676
20.3, 8591
20.6, 8009
20.9, 7464
21.2001, 8354
21.5, 8376
21.8, 7883
22.1001, 8019
22.4, 8399
22.75, 7842
23.05, 7764
23.3501, 8370
23.65, 7884
23.95, 7621
24.2501, 8202
24.55, 8362
24.85, 7886
25.15, 7916
25.4501, 8445
25.75, 8090
26.05, 7770
26.3501, 8170
26.65, 8424
26.95, 7923
27.25, 8143
27.6, 8354
27.9, 7893
28.2, 7924
28.5001, 8020
28.8, 8336
29.1, 8233
29.4, 7842
29.7, 8204
30, 8016
