Time (s), Number of Contacts
0, 432
0.300048, 1060
0.600029, 1056
0.90001, 949
1.20006, 848
1.50004, 1148
1.80002, 1113
2.1, 927
2.40005, 1037
2.75003, 1167
3.05001, 1018
3.35005, 1044
3.65004, 1105
3.95002, 1079
4.25006, 1026
4.55004, 1140
4.85003, 1125
5.15001, 1044
5.45005, 1113
5.75004, 1137
6.05002, 1088
6.35006, 1093
6.65004, 1130
6.95003, 1083
7.25001, 1105
7.60005, 1175
7.90003, 1094
8.20001, 1082
8.50006, 1116
8.80004, 1127
9.10002, 1045
9.4, 1133
9.70005, 1117
10, 1124
10.3, 1124
10.6001, 1177
10.9, 1074
11.2, 1071
11.5, 1160
11.8001, 1098
12.1, 1059
12.4, 1167
12.7501, 1157
13.05, 1066
13.35, 1118
13.65, 1102
13.95, 1049
14.25, 1080
14.55, 1141
14.8501, 1062
15.15, 1090
15.45, 1174
15.75, 1105
16.05, 1121
16.35, 1135
16.65, 1091
16.9501, 1118
17.25, 1129
17.6, 1088
17.9001, 1115
18.2, 1109
18.5, 1108
18.8, 1092
19.1001, 1097
19.4, 1078
19.7, 1079
20.0001, 1079
20.3, 1148
20.6, 1144
20.9, 1069
21.2001, 1136
21.5, 1046
21.8, 1118
22.1001, 1112
22.4, 1120
22.75, 1026
23.05, 1067
23.3501, 1152
23.65, 1073
23.95, 1076
24.2501, 1157
24.55, 1128
24.85, 1077
25.15, 1131
25.4501, 1142
25.75, 1074
26.05, 1054
26.3501, 1129
26.65, 1132
26.95, 1075
27.25, 1141
27.6, 1132
27.9, 1094
28.2, 1094
28.5001, 1135
28.8, 1098
29.1, 1047
29.4, 1080
29.7, 1110
30, 1099
