Time (s), Number of Contacts
0, 3649
0.300048, 10791
0.600029, 10657
0.90001, 8979
1.20006, 6450
1.50004, 8201
1.80002, 9585
2.1, 7223
2.40005, 7578
2.75003, 8915
3.05001, 7194
3.35005, 7411
3.65004, 8288
3.95002, 7675
4.25006, 7008
4.55004, 8191
4.85003, 7445
5.15001, 7327
5.45005, 7901
5.75004, 8034
6.05002, 7478
6.35006, 7558
6.65004, 7871
6.95003, 7426
7.25001, 7459
7.60005, 7742
7.90003, 7777
8.20001, 7335
8.50006, 7692
8.80004, 7696
9.10002, 7554
9.4, 7588
9.70005, 7736
10, 7295
10.3, 7481
10.6001, 7928
10.9, 7483
11.2, 7543
11.5, 7905
11.8001, 7653
12.1, 7226
12.4, 7594
12.7501, 7916
13.05, 7319
13.35, 7591
13.65, 8193
13.95, 7823
14.25, 7513
14.55, 8025
14.8501, 7910
15.15, 7519
15.45, 7509
15.75, 7643
16.05, 7511
16.35, 7507
16.65, 7572
16.9501, 7596
17.25, 7497
17.6, 7579
17.9001, 7570
18.2, 7507
18.5, 7337
18.8, 7894
19.1001, 7553
19.4, 7410
19.7, 7702
20.0001, 7631
20.3, 7610
20.6, 7632
20.9, 7703
21.2001, 7513
21.5, 7632
21.8, 7757
22.1001, 7810
22.4, 7603
22.75, 7629
23.05, 7732
23.3501, 7392
23.65, 7574
23.95, 7647
24.2501, 7520
24.55, 7447
24.85, 7849
25.15, 7318
25.4501, 7456
25.75, 7909
26.05, 7614
26.3501, 7558
26.65, 7796
26.95, 7412
27.25, 7496
27.6, 7729
27.9, 7282
28.2, 7355
28.5001, 7896
28.8, 7435
29.1, 7560
29.4, 7819
29.7, 7640
30, 7576
