Time (s), Number of Contacts
0, 3649
0.300048, 9845
0.600029, 9814
0.90001, 9236
1.20006, 9422
1.50004, 9634
1.80002, 9443
2.1, 9386
2.40005, 9441
2.75003, 9346
3.05001, 9356
3.35005, 9343
3.65004, 9291
3.95002, 9303
4.25006, 9320
4.55004, 9334
4.85003, 9358
5.15001, 9248
5.45005, 9298
5.75004, 9184
6.05002, 9211
6.35006, 9210
6.65004, 9185
6.95003, 9103
7.25001, 9108
7.60005, 9162
7.90003, 9070
8.20001, 9145
8.50006, 9055
8.80004, 9059
9.10002, 8991
9.4, 9040
9.70005, 9070
10, 8932
10.3, 8935
10.6001, 8932
10.9, 8989
11.2, 8937
11.5, 9004
11.8001, 8951
12.1, 8911
12.4, 8846
12.7501, 8897
13.05, 8831
13.35, 8890
13.65, 8935
13.95, 8927
14.25, 8920
14.55, 8864
14.8501, 8845
15.15, 8887
15.45, 8882
15.75, 8787
16.05, 8831
16.35, 8863
16.65, 8841
16.9501, 8880
17.25, 8857
17.6, 8858
17.9001, 8894
18.2, 8891
18.5, 8856
18.8, 8830
19.1001, 8875
19.4, 8832
19.7, 8875
20.0001, 8903
20.3, 8894
20.6, 8909
20.9, 8865
21.2001, 8828
21.5, 8873
21.8, 8847
22.1001, 8875
22.4, 8912
22.75, 8842
23.05, 8907
23.3501, 8903
23.65, 8914
23.95, 8898
24.2501, 8825
24.55, 8848
24.85, 8826
25.15, 8899
25.4501, 8872
25.75, 8804
26.05, 8806
26.3501, 8800
26.65, 8832
26.95, 8823
27.25, 8739
27.6, 8913
27.9, 8956
28.2, 8918
28.5001, 8902
28.8, 8880
29.1, 8841
29.4, 8886
29.7, 8861
30, 8877
