Time (s), Number of Contacts
0, 3649
0.300048, 9947
0.600029, 9838
0.90001, 8839
1.20006, 4828
1.50004, 4368
1.80002, 7059
2.1, 6709
2.40005, 5027
2.75003, 5557
3.05001, 6436
3.35005, 5540
3.65004, 5125
3.95002, 5761
4.25006, 5941
4.55004, 5376
4.85003, 5407
5.15001, 5717
5.45005, 5529
5.75004, 5565
6.05002, 5522
6.35006, 5607
6.65004, 5829
6.95003, 5372
7.25001, 5406
7.60005, 5733
7.90003, 5701
8.20001, 5562
8.50006, 5561
8.80004, 5510
9.10002, 5595
9.4, 5739
9.70005, 5884
10, 5447
10.3, 5678
10.6001, 5715
10.9, 5660
11.2, 5472
11.5, 5564
11.8001, 5514
12.1, 5665
12.4, 5474
12.7501, 5645
13.05, 5607
13.35, 5598
13.65, 5647
13.95, 5633
14.25, 5713
14.55, 5599
14.8501, 5546
15.15, 5668
15.45, 5399
15.75, 5704
16.05, 5645
16.35, 5577
16.65, 5636
16.9501, 5733
17.25, 5485
17.6, 5449
17.9001, 5912
18.2, 5396
18.5, 5332
18.8, 5672
19.1001, 5908
19.4, 5541
19.7, 5476
20.0001, 5485
20.3, 5735
20.6, 5553
20.9, 5722
21.2001, 5621
21.5, 5367
21.8, 5494
22.1001, 5588
22.4, 5408
22.75, 5691
23.05, 5676
23.3501, 5626
23.65, 5644
23.95, 5520
24.2501, 5493
24.55, 5497
24.85, 5462
25.15, 5579
25.4501, 5748
25.75, 5492
26.05, 5628
26.3501, 5695
26.65, 5533
26.95, 5430
27.25, 5543
27.6, 5787
27.9, 5487
28.2, 5611
28.5001, 5579
28.8, 5553
29.1, 5593
29.4, 5564
29.7, 5511
30, 5645
